ocid,tender/id,tender/title,buyer/name,tenderclassification/description,tender/procurementMethod,amount,num_tenderers,duration_days,flag_single_bidder,flag_zero_bidders,flag_short_window,flag_non_open,flag_high_value,flag_buyer_concentration,flag_round_amount,ml_anomaly_flag,anomaly_score,risk_score,risk_tier,risk_explanation
ocds-kjhdrl-2017_APHC_1748_1,2017_APHC_1748_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Jengraimukh P.S. in Majuli District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_APHC_1746_1,2017_APHC_1746_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Garmur P.S. in Majuli District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_APHC_1743_1,2017_APHC_1743_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Bokakhat P.S. in Golaghat District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_APHC_1751_1,2017_APHC_1751_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Margherita P.S. in Tinsukia District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_APHC_1750_1,2017_APHC_1750_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Ghograpar P.S. in Nalbari District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_APHC_1742_1,2017_APHC_1742_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Dhubri P.S. in Dhubri District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_APHC_1776_1,2017_APHC_1776_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Jengraimukh P.S. in Majuli District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_APHC_1749_1,2017_APHC_1749_1,Construction of 3-Storied RCC Reception and Conference Hall etc. at Dhing P.S. in Nagaon District,Assam Police Housing Corporation Ltd,Civil Works,Open Tender,10800619.0,0,60,0,1,0,0,0,0,0,0,0.20854068858920438,18.58,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_GMDA_1105_1,2016_GMDA_1105_1,"INSTALLATION OF LIFTS and  MAINTENANCE OF EXISTING FOOT OVER BRIDGES IN GUWAHATI ON PUBLIC PRIVATE PARTNERSHIP  FORMAT ON DESIGN, BUILD, FINANCE, OPERATE AND TRANSFER_DBFOT_BASIS",Guwahati Metropolitan Development Authority,Miscellaneous Services,Open Tender,8206496.5,0,120,0,1,0,0,0,0,0,0,0.20722972504113257,18.56,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_APHC_1042_1,2016_APHC_1042_1,"Construction of 2-storied RCC Police Station Building with Boundary Wall, Fencing and Gate etc.",Assam Police Housing Corporation Ltd,Civil Works,Open Tender,7983132.0,0,60,0,1,0,0,0,0,0,0,0.2062365240754226,18.55,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_APHC_1043_1,2016_APHC_1043_1,"Construction of 2-storied RCC Police Station Building with Boundary Wall, Fencing and Gate etc.",Assam Police Housing Corporation Ltd,Civil Works,Open Tender,7983132.0,0,60,0,1,0,0,0,0,0,0,0.2062365240754226,18.55,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_1918_1,2017_DoWR_1918_1,Safarkamarpk2,Department of Water Resources,Civil Works,Open Tender,3305113.0,26,180,0,0,0,0,0,0,0,1,0.45378732226731755,18.4,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_1792_4,2017_BTC_1792_4,TN_139_4,Bodoland Territorial Council-PWD,Civil Works,Open Tender,32548052.0,0,180,0,1,0,0,0,0,0,0,0.19560141951516496,18.39,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_BTC_1063_1,2016_BTC_1063_1,CONSTRUCTION OF INTER LOCKING CONCRETE BLOCK PAVEMENT ROAD FROM SILBARI TO GALAPRA VILLAGE UNDER AOP IN BTC FOR 2016-17,Bodoland Territorial Council-PWD,Civil Works,Open Tender,32423000.0,0,180,0,1,0,0,0,0,0,0,0.19414293983936737,18.37,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DIPR_1726_1,2017_DIPR_1726_1,"PRODUCTION OF DOCUMENTARY, QUICKIES AND AUDIO SPOT",Information and Public Relations Department,Miscellaneous Services,Open Tender,4956500.0,0,90,0,1,0,0,0,0,0,0,0.1934987577935119,18.36,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_FESA_1321_1,2016_FESA_1321_1,Fabrication and supply of 22(twenty two) Nos. Quick Response Tender (QRT),Director- Fire and Emergency Services-Assam,Composite Works,Open Tender,23760000.0,9,365,0,0,0,0,0,0,0,1,0.44226973332989883,18.22,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_FD_2874_1,2017_FD_2874_1,"Establishment of State Brood Bank Farm _Central Assam_ at Hazara Fish Seed Farm, Sonitpur",Department of Fisheries,Civil Works,Open Tender,29380830.0,0,180,0,1,0,0,0,0,0,0,0.1820582039963663,18.19,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_2004_1,2017_DoWR_2004_1,Ahatguripk1,Department of Water Resources,Civil Works,Open Tender,44821728.0,14,180,0,0,0,0,0,0,0,1,0.4387489562109691,18.17,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_PWBNH_1585_1,2017_PWBNH_1585_1,"Development of Kalaguru Bishnu Rabha Cultural and Sports Complex in Bindhakata High School, Chabua in Dibrugarh District,Assam",Public Works Building and NH Department,Civil Works - Building,Open Tender,57050000.0,0,180,0,1,0,0,0,0,0,0,0.17128729756376548,18.02,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_1656_1,2017_DoWR_1656_1,Immediate measures to Dyke along Right Bank,Department of Water Resources,Civil Works,Open Tender,23981082.0,0,180,0,1,0,0,0,0,0,0,0.164633057601693,17.92,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_HET_1647_1,2017_HET_1647_1,Supply Installation of Instruments Machines on turnkey basis to be installed in existing Polytechnics of Assam,Higher Education (Technical) Department,Machineries,Open Tender,8206496.5,0,90,0,1,0,0,0,0,0,0,0.1577559728020489,17.82,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DEE_1490_1,2016_DEE_1490_1,SUPPLY OF 70 GSM MAPLITHO PAPER FROM AGRO BASED/FOREST BASED VIRGIN PULP/ RECYCLED PAPER,Elementary Education Department,Supply of Materials,Open Tender,8206496.5,0,90,0,1,0,0,0,0,0,0,0.1577559728020489,17.82,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DAASC_1015_1,2016_DAASC_1015_1,THE SUPPLY OF PLANTING MATERIAL PLANTS GRAFTS and  HYBRID SEEDS OF VEGETABLES Group-C,Directorate of Agriculture and Assam Seed Corporation,Miscellaneous Goods,Open Tender,8206496.5,0,90,0,1,0,0,0,0,0,0,0.1577559728020489,17.82,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DEE_1227_1,2016_DEE_1227_1,"SUPPLY OF 70 GSM MAPLITHO PAPER, WITH WATER MARKS OF MILLS, FROM AGRO BASED_FOREST BASED VIRGIN PULP. NIT OPEN FOR PAPER MANUFACTURING MILLS ONLY FOR PRINTING OF TEXTBOOKS",Elementary Education Department,Supply of Materials,Open Tender,8206496.5,0,90,0,1,0,0,0,0,0,0,0.1577559728020489,17.82,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DAASC_1018_1,2016_DAASC_1018_1,THE SUPPLY OF MINOR TOOLS and AGRIL IMPLEMENTS,Directorate of Agriculture and Assam Seed Corporation,Miscellaneous Goods,Open Tender,8206496.5,0,90,0,1,0,0,0,0,0,0,0.1577559728020489,17.82,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DoWR_1404_1,2016_DoWR_1404_1,IM at Dizmore 2,Department of Water Resources,Civil Works,Open Tender,4581595.0,24,180,0,0,0,0,0,0,0,1,0.4119710717332612,17.77,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1631_1,2017_DoWR_1631_1,belsiripk4 retender,Department of Water Resources,Civil Works,Open Tender,2665852.0,21,180,0,0,0,0,0,0,0,1,0.41021440560186717,17.74,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_ASAMB_1582_1,2017_ASAMB_1582_1,"CONSTRUCTION OF RCC MARKET COMPLEX BUILDING (3 STORIED PROVISIONS) AT PMY, UPARHALI, KAMRUP.",Assam State Agricultural Marketing Board,Construction Works,Open Tender,4567468.0,4,365,0,0,0,0,0,0,0,1,0.4090187893064926,17.73,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_DoWR_1179_1,2016_DoWR_1179_1,IM Moridhal 1,Department of Water Resources,Civil Works,Open Tender,3835736.0,22,180,0,0,0,0,0,0,0,1,0.4050387956171434,17.67,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1954_1,2017_DoWR_1954_1,"Strengthening and improvement,Pk-3",Department of Water Resources,Supply/Erection/Commissioning Services,Open Tender,1726600.0,0,180,0,1,0,0,0,0,0,0,0.14536412847075242,17.64,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_1801_1,2017_PWBNH_1801_1,Installation of Individual Digital Energy Meter to  the Govt. Quarters under GAD_Group_2,Public Works Building and NH Department,Electrical Works,Open Tender,2141440.0,0,180,0,1,0,0,0,0,0,0,0.14267886581753741,17.59,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_1802_1,2017_PWBNH_1802_1,Installation of Individual Digital Energy Meter to the Govt Quarters under GAD_Group_3,Public Works Building and NH Department,Electrical Works,Open Tender,2230351.0,0,180,0,1,0,0,0,0,0,0,0.13716399128082057,17.51,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_2393_1,2017_PWBNH_2393_1,Construction of Temporary Pandals_Camps and Langar at Pilimama opposite Banshi Bagan Field in connection with the Ambubasi mela for 2017 at Guwahati,Public Works Building and NH Department,Civil Works - Building,Open Tender,2263492.0,0,180,0,1,0,0,0,0,0,0,0.13625515016740142,17.5,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_1805_1,2017_PWBNH_1805_1,Installation of Individual Digital Energy Meter to  the Govt Quarters under GAD_Group_6,Public Works Building and NH Department,Electrical Works,Open Tender,2302930.0,0,180,0,1,0,0,0,0,0,0,0.13625515016740142,17.5,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_1804_1,2017_PWBNH_1804_1,Installation of Individual Digital Energy Meter to  the Govt Quarters under GAD_Group_5,Public Works Building and NH Department,Electrical Works,Open Tender,2302930.0,0,180,0,1,0,0,0,0,0,0,0.13625515016740142,17.5,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_1803_1,2017_PWBNH_1803_1,Installation of Individual Digital Energy Meter to the Govt Quarters under GAD_Group_4,Public Works Building and NH Department,Electrical Works,Open Tender,2275734.0,0,180,0,1,0,0,0,0,0,0,0.13625515016740142,17.5,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_SNT_1407_1,2016_SNT_1407_1,Supply_Installation_Testing and Commissioning with Five Years Warranty cum CMC of 440 KWp SPV Power Plants and Solar Street lights,Department of Science and Technology,Power/Energy Projects/Products,Open Tender,70284000.0,3,180,0,0,0,0,1,1,0,0,0.13488521644990736,17.48,🟢 Low,Contract value above 95th percentile for this category; This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2016_DoWR_1457_1,2016_DoWR_1457_1,LaltugramSaptagrampk1,Department of Water Resources,Civil Works,Open Tender,1930000.0,0,180,0,1,0,0,0,0,0,0,0.13439865287211994,17.47,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_3608_1,2017_DoWR_3608_1,Channelization of river Brahmaputra PK 2,Department of Water Resources,Civil Works,Open Tender,1933392.0,0,180,0,1,0,0,0,0,0,0,0.1334788817641196,17.46,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_SCD_2011_2,2017_SCD_2011_2,"Integrated Marshy Land Development and Decongestion work at Bothabeel, (Group-10)",Soil Conservation Department,Civil Works,Open Tender,3557968.0,16,225,0,0,0,0,0,0,0,1,0.38852713288520246,17.42,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_PWBNH_1806_1,2017_PWBNH_1806_1,Installation of Individual Digital Energy Meter to  the Govt Quarters under GAD_Group_7,Public Works Building and NH Department,Electrical Works,Open Tender,2596653.0,0,180,0,1,0,0,0,0,0,0,0.12824696130785684,17.38,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DoWR_1373_1,2016_DoWR_1373_1,MnR BuriDehingPk1,Department of Water Resources,Civil Works,Open Tender,815659.0,12,90,0,0,0,0,0,0,0,1,0.3826071201941287,17.33,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_PWBNH_1800_1,2017_PWBNH_1800_1,Installation of Individual Digital Energy Meter to the Govt Quarters under GAD_Group_1,Public Works Building and NH Department,Electrical Works,Open Tender,2650478.0,0,180,0,1,0,0,0,0,0,0,0.12441741781498217,17.32,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_2392_1,2017_PWBNH_2392_1,"Construction of Temporary Pandals_Camps and Langar at Banshi Bagan Hill Top,   in connection with the Ambubasi mela for 2017 at Guwahati",Public Works Building and NH Department,Civil Works - Building,Open Tender,2669490.0,0,180,0,1,0,0,0,0,0,0,0.12343168254723358,17.31,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_FCS_2203_1,2017_FCS_2203_1,"E-TENDER DOCUMENT for HANDLING AND TRANSPORT CONTRACT for Implementation of DOOR STEP DELIVERY OF FOOD GRAINS TO GPSS, WCCS AND F.P. SHOP AGENTS UNDER THE NATIONAL FOOD SECURITY ACT 2013 in Sivasagar District",Food Civil Supplies and Consumer Affairs Department,Miscellaneous Works,Open Tender,8206496.5,3,365,0,0,0,0,0,0,0,1,0.37791940291957304,17.26,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_1659_24,2017_BTC_1659_24,BTC/AOP/2016-17/81,Bodoland Territorial Council-PWD,Civil Works,Open Tender,2405570.0,0,180,0,1,0,0,0,0,0,0,0.11958240941532583,17.25,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DoWR_1493_1,2016_DoWR_1493_1,Bamunipampk9(2015-16),Department of Water Resources,Civil Works,Open Tender,62784.0,2,180,0,0,0,0,0,0,0,1,0.37632662669200123,17.24,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_FD_2877_1,2017_FD_2877_1,"Construction of FishMarketing Stall at Tulungia, Bongaigaon",Department of Fisheries,Civil Works,Open Tender,2455250.0,0,180,0,1,0,0,0,0,0,0,0.11606578218829944,17.2,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_2390_1,2017_PWBNH_2390_1,Construction of Temporary Pandals_Camps and Langar at Old Railway Station at Pandu   in connection with the Ambubasi mela for 2017 at Guwahati,Public Works Building and NH Department,Civil Works - Building,Open Tender,2983051.0,0,180,0,1,0,0,0,0,0,0,0.11308531264223598,17.15,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_1731_1,2017_PWBNH_1731_1,Balance work of Construction of Veterinary Hospital Complex at Bhakatpara under RIDF XVIII Package No.65 Darrang Assam,Public Works Building and NH Department,Civil Works - Building,Open Tender,3504295.0,0,180,0,1,0,0,0,0,0,0,0.11145375998756613,17.13,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_1637_1,2017_DoWR_1637_1,Mansiripk5 retender,Department of Water Resources,Civil Works,Open Tender,1464926.0,17,180,0,0,0,0,0,0,0,1,0.3670609077985625,17.1,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1633_1,2017_DoWR_1633_1,Depota pk5 retender,Department of Water Resources,Civil Works,Open Tender,363780.0,11,180,0,0,0,0,0,0,0,1,0.36572173476129854,17.08,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1636_1,2017_DoWR_1636_1,Mansiripk4 retender,Department of Water Resources,Civil Works,Open Tender,135920.0,5,180,0,0,0,0,0,0,0,1,0.36524551964536056,17.07,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SSA_1220_1,2016_SSA_1220_1,Supply of Evaluation and Practice Book for class VI to class VIII Single Line,Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,55576310.0,6,90,0,0,0,0,0,0,0,1,0.3643656112248176,17.06,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_ICD_2880_1,2017_ICD_2880_1,Hydrotesting of Old Natural Gas Pipelines,Industries and Commerce Department,Repair and Maintenance Services,Open Tender,8206496.5,3,365,0,0,0,0,0,0,0,1,0.3629156196299017,17.03,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BoTC_2868_1,2017_BoTC_2868_1,Construction of SG  from Batipara Bazar JD road to paddy field with 3 Nos RCC Box culvert at Batipara village under Kokrajhar Dev Block,Bodoland Territorial Council,Civil Works,Open Tender,3465000.0,0,180,0,1,0,0,0,0,0,0,0.1030868425029916,17.0,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_1715_1,2017_DoWR_1715_1,Rudrasagar(ONGC funding) pk1,Department of Water Resources,Civil Works,Open Tender,2638613.0,0,180,0,1,0,0,0,0,0,0,0.10304839159645707,17.0,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_FD_2878_1,2017_FD_2878_1,"Development of Botalikhosa Beel, Jorhat under RIDF-XXI for 2016-17",Department of Fisheries,Civil Works,Open Tender,17488514.0,0,180,0,1,0,0,0,0,0,0,0.09634547921860914,16.9,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_SWD_1207_1,2016_SWD_1207_1,"Printing Materials (Pictorial Chart, Activity Book)",Social Welfare Department,Miscellaneous Goods,Open Tender,14611457.0,12,45,0,0,0,0,0,0,0,1,0.3534417227715113,16.89,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SSA_1095_1,2016_SSA_1095_1,PROCUREMENT OF EVALUATION AND PRACTICE BOOK Single Line and Plain FOR CLASS  VI TO VIII,Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,55576310.0,4,90,0,0,0,0,0,0,0,1,0.34930927655446165,16.83,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_3729_2,2017_BTC_3729_2,TN_297_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,2999744.0,0,180,0,1,0,0,0,0,0,0,0.08963807088972686,16.8,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_HE_2592_2,2017_HE_2592_2,E-TENDER IN TWO BIDS SYSTEM FOR SUPPLY OF FURNITURE Etc. ATPANDIT DEEN DAYAL UPADHYAYA MODEL DEGREE COLLEGE BIHALI,Department of Higher Education,Furniture/ Fixture,Open Tender,8206496.5,9,30,0,0,0,0,0,0,0,1,0.34655643092931343,16.79,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_PWBNH_2394_1,2017_PWBNH_2394_1,"Construction of Temporary Pandals_Camps and Langar at Naharbari Hill Top,   in connection with the Ambubasi mela for 2017 at Guwahati",Public Works Building and NH Department,Civil Works - Building,Open Tender,5302070.0,0,180,0,1,0,0,0,0,0,0,0.08932135812994046,16.79,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_ICD_953_1,2016_ICD_953_1,"TECHNICAL SURVEILLANCE OF NATURAL GAS PIPELINE SUSPENSION CROSSING ACROSS RIVER DILLI, NAMRUP, ASSAM",Industries and Commerce Department,Miscellaneous Services,Open Tender,8206496.5,0,180,0,1,0,0,0,0,0,0,0.08928452303238765,16.79,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_2389_1,2017_PWBNH_2389_1,"Construction of Temporary Pandals_Camps and Langar at Kamakhaya Railway Station,   in connection with the Ambubasi mela for 2017 at Guwahati",Public Works Building and NH Department,Civil Works - Building,Open Tender,5367826.0,0,180,0,1,0,0,0,0,0,0,0.08877536797808272,16.79,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_PWBNH_2857_1,2017_PWBNH_2857_1,"Construction of Double      Storied R.C.C. Barrack for  150 inmates at Central Jail, Silchar",Public Works Building and NH Department,Civil Works - Building,Open Tender,13300400.0,0,180,0,1,0,0,0,0,0,0,0.08802631402127126,16.77,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_BTC_1727_19,2017_BTC_1727_19,BTC/AOP/2016-17/100,Bodoland Territorial Council-PWD,Civil Works,Open Tender,3105397.0,0,180,0,1,0,0,0,0,0,0,0.08603745217730374,16.75,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_DOT_963_1,2016_DOT_963_1,Manas - Pobitora - Nameri- Kaziranga- Dibru Saikhowa as Wild Life Circuit in Assam under Swadesh Darshan NA Project at Pobitora,Department of Tourism,Composite Works,Open Tender,134284741.0,5,225,0,0,0,0,0,0,0,1,0.343316030069551,16.74,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SWD_1205_1,2016_SWD_1205_1,"Printing Materials (Revised MIS Register No. 1, Revised MIS Register No. 2, Revised MIS Register No. 3, Revised MIS Register No. 4)",Social Welfare Department,Miscellaneous Goods,Open Tender,40626978.0,9,45,0,0,0,0,0,0,0,1,0.34311016734627453,16.74,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_1792_1,2017_BTC_1792_1,TN_139_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,3175727.0,0,180,0,1,0,0,0,0,0,0,0.084988151299764,16.73,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DoWR_2005_1,2017_DoWR_2005_1,Ahatguripk2,Department of Water Resources,Civil Works,Open Tender,5042370.0,19,180,0,0,0,0,0,0,0,1,0.3414247780709937,16.71,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SWD_1208_1,2016_SWD_1208_1,"Printing Materials (Growth Monitoring Chart Register, Assessment Card, Pre School Certificate)",Social Welfare Department,Miscellaneous Goods,Open Tender,16291520.0,11,45,0,0,0,0,0,0,0,1,0.33970743536799297,16.69,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_PWBNH_2391_1,2017_PWBNH_2391_1,"Construction of Temporary Pandals_Camps and Langar at Sonaram High School Field,   in connection with the Ambubasi mela for 2017 at Guwahati",Public Works Building and NH Department,Civil Works - Building,Open Tender,6703849.0,0,180,0,1,0,0,0,0,0,0,0.08251848247616356,16.69,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2016_SWD_1206_1,2016_SWD_1206_1,"Printing Materials (MPR of AWW, MPR of CDPO, APR of CDPO, ECCE Curriculum, APR of AWW)",Social Welfare Department,Miscellaneous Goods,Open Tender,10551535.0,11,45,0,0,0,0,0,0,0,1,0.34000116284724946,16.69,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1948_1,2017_DoWR_1948_1,Jadavpurpk1,Department of Water Resources,Civil Works,Open Tender,29593384.0,14,180,0,0,0,0,0,0,0,1,0.3393926756893342,16.68,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SSA_1219_1,2016_SSA_1219_1,Supply of Evaluation and Practice Book for class VI to class VIII Plain,Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,49401164.0,6,90,0,0,0,0,0,0,0,1,0.3363163217564422,16.64,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1971_1,2017_DoWR_1971_1,Gakhirkhaity,Department of Water Resources,Civil Works,Open Tender,28396301.0,14,180,0,0,0,0,0,0,0,1,0.3365164822651171,16.64,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_4107_2,2017_BTC_4107_2,TN_325_02,Bodoland Territorial Council-PWD,Civil Works,Open Tender,12448249.0,0,180,0,1,0,0,0,0,0,0,0.07553222391841541,16.59,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_DLW_1653_1,2017_DLW_1653_1,"Supply, Delivery and Installation of Branded Laptop and  Desktop Computing system, Printers and others with accessories at Head Quarter, Guwahati",Department of Labour and Welfare,Computer- H/W,Open Tender,2430656.0,4,60,0,0,0,0,0,0,0,1,0.33337718380677284,16.59,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_HFWD_1983_1,2017_HFWD_1983_1,Routine Immunization Logistics,Health and Family Welfare Department,Miscellaneous Goods,Open Tender,8206496.5,4,365,0,0,0,0,0,0,0,1,0.33254148231902314,16.58,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_FESA_1343_1,2016_FESA_1343_1,"Design, supply, installation, testing and commissioning of 1(one) No. Breathing Apparatus Training Gallery including related civil works at the site of Regional Training Centre, Sila, North Guwahati",Director- Fire and Emergency Services-Assam,Composite Works,Open Tender,10523000.0,3,365,0,0,0,0,0,0,0,1,0.3313836974856089,16.56,🟢 Low,ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_1659_19,2017_BTC_1659_19,BTC/AOP/2016-17/76,Bodoland Territorial Council-PWD,Civil Works,Open Tender,3954364.0,0,180,0,1,0,0,0,0,0,0,0.07380742595786827,16.56,🟢 Low,No bidders recorded (may be pre-awarded)
ocds-kjhdrl-2017_WPTBC_2377_1,2017_WPTBC_2377_1,Proposed Construction of  Tourist Lodge (Sadia Bhawan) at Shantipur,Welfare of Plain Tribes and Backward Classes,Civil Works - Building,Open Tender,9270079.0,0,180,0,1,0,0,0,0,0,0,0.07381955594809575,16.56,🟢 Low,No bidders recorded (may be pre-awarded)
